"Número de artículo","Descripción del artículo","Grupo de artículos","Unidad de medida de inventario"
"ACC/MTTO-2193","INYECTOR PARA MOTOR CUMMINS","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2194","MOTOR HIDRAULICO PARA WINCHE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2195","GRASA PARA SOLDADURA","INSUMOS MTTO",""
"ACC/MTTO-2196","LIMPIADOR ELECTRICO","INSUMOS MTTO",""
"ACC/MTTO-2197","SOLDADURA EXOTERMICA DE 90 GRAMOS","INSUMOS DE MTTO",""
"ACC/MTTO-2198","HIDROGEL","INSUMOS DE MTTO",""
"ACC/MTTO-2199","MOLDE ELECTRICO","INSUMOS DE MTTO",""
"ACC/MTTO-2200","POSTE DE CONCRETO","INSUMOS DE MTTO",""
"ACC/MTTO-2201","ANGULO DE 1 1/2"" X 1/4""","INSUMOS MTTO",""
"ACC/MTTO-2202","FILTRO  (RS3518) (AF25139 / AF25139M) (P527682) (AP3518) (TF-PL527682) (A-5023)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2203","FILTRO (AF 25345) (RS3519) (P527683) (AP3518SY) (TF-PL7140SY) (A-5024)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2204","KIT DE MANTENIMIENTO PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2205","GUAYA DE SEGURIDAD PARA LLANTA DE REPUESTO","INSUMOS MTTO VEHI",""
"ACC/MTTO-2206","PISTON PARA BOMBA","INSUMOS MTTO VEHI",""
"ACC/MTTO-2207","VALVULA DE RETORNO","INSUMOS DE MTTO",""
"ACC/MTTO-2208","ELEMENTOS PARA SISTEMA DE INYECCION","INSUMOS DE MTTO",""
"ACC/MTTO-2209","SHIMS PARA SISTEMA DE INYECCION","INSUMOS DE MTTO",""
"ACC/MTTO-2210","KIT TURBO","INSUMOS MTTO VEHI",""
"ACC/MTTO-2211","FILTRO 23507189 DETROIT","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2212","FILTRO (23530706 DETROIT) (BF5800) (FF5207) (P556915) (PS-2207) (FC-6501)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2213","FILTRO (BF 940) (FF5129/FF5226) (P550127) (A-4047) (TRO-4047) (FC-1007)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2214","FILTRO (B 179) (B227) (LF3462) (P502051) (PM3462) (TRO-462*) (C-1123*)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2215","FILTRO (RS 3715) (AF25550 / AF25538) (P822686) (AP822686) (TF-PL822686) (A-8504)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2216","FILTRO (BF 840-K1) (FF149) (P550012) (FS-1004)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2217","BOMBA DE COMBUSTIBLE PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2218","PROBADOR DE FUGAS","INSUMOS DE MTTO",""
"ACC/MTTO-2219","ADAPTADOR DE COPAS","INSUMOS DE MTTO",""
"ACC/MTTO-2220","FILTRO AF 26430 - 5352","INSUMOS MTTO VEHI",""
"ACC/MTTO-2221","FILTRO (AF 25707)  ( RS-4636 ) (P606503) (AP4636) (TF-PLAF25707) (A-5443)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2222","FILTRO (AF 25732)  ( RS-4637 ) (P609239) (AP4637) (A-5442)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2223","BOMBA DE AGUA PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2224","BOMBA DE ACEITE PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2225","AMORTIGUADOR PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2226","ARNES ELECTRICO PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2227","CONTROL DE GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2228","TERMOSTATO PARA GENERADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2229","ADAPTADOR DE FILTRO","INSUMOS MTTO",""
"ACC/MTTO-2230","FILTRO AF 25550","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2231","FILTRO PARA INYECTOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2232","KIT DE ETIQUETADO Y BLOQUEO","INSUMOS DE MTTO",""
"ACC/MTTO-2233","RIN 16 CON ARO","INSUMOS MTTO VEHI",""
"ACC/MTTO-2234","FILTRO ENSAMBLADO PARA GRUA TIGER","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2235","ELEMENTO FILTRANTE PARA GRUA TIGER","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2236","VALVULA PROPORSIONAL PARA GRUA TIGER","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2237","VALVULA SOLENOIDE PARA GRUA TIGER","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2238","BUJE COLLARIN","INSUMOS MTTO VEHI",""
"ACC/MTTO-2239","BOMBA HIDRAULICA DE PIÑONES","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2240","KIT DE EMBRAGUE PARA NQR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2241","SET DE FERULA 1/2"" X 10 UNIDADES SWAGELOK","INSUMOS DE MTTO",""
"ACC/MTTO-2242","BRONCES PARA CAJA DE FVR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2243","TAPETE DIELECTRICO","INSUMOS DE MTTO",""
"ACC/MTTO-2244","MALLA ESPANDER DE 1 1/4","INSUMOS MTTO",""
"ACC/MTTO-2245","PLATINA  2"" X 3/16""","INSUMOS DE WT",""
"ACC/MTTO-2246","PLATINA  2"" X 1/4""","INSUMOS MTTO",""
"ACC/MTTO-2247","ESCALERA CERTIFICADA","INSUMOS MTTO",""
"ACC/MTTO-2248","LLANTA 235/75  R17.5 TRACCION","INSUMOS MTTO",""
"ACC/MTTO-2249","FILTRO P 550729","INSUMOS MTTO",""
"ACC/MTTO-2250","VALVULA DE RETENCION","INSUMOS MTTO",""
"ACC/MTTO-2251","CABEZAL PARA COMPRESOR","INSUMOS DE MTTO",""
"ACC/MTTO-2252","JUEGO DE PALETAS PARA BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2253","RODAMIENTO PARA BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2254","LINER PARA BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2255","IMPULSOR PARA BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2256","TERMOMETRO INFRARROJO","INSUMOS MTTO",""
"ACC/MTTO-2257","ESTATOR PARA BOMBA MOYNO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2258","ROTOR PARA BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2259","DADO 1/4 UNC","INSUMOS DE MTTO",""
"ACC/MTTO-2260","EXTENSION 1/2 REF 1-86440 STANLEY","INSUMOS DE MTTO",""
"ACC/MTTO-2261","JUEGO DE MACHUELOS AC 1/4 x 20 3 PIEZAS","INSUMOS DE MTTO",""
"ACC/MTTO-2262","DADO 3/16 UNC","INSUMOS DE MTTO",""
"ACC/MTTO-2263","JUEGO DE MACHUELOS DE 3/16 UNC","INSUMOS DE MTTO",""
"ACC/MTTO-2264","MALLA ESLABONADA HUECO 2 X 2 MT ALT CAL 10","INSUMOS DE MTTO",""
"ACC/MTTO-2265","ANGULO HR 1/8 X 1 1/2 x 6 m.","INSUMOS DE MTTO",""
"ACC/MTTO-2266","RODACHINA DE 6”.","INSUMOS DE MTTO",""
"ACC/MTTO-2267","VALVULA SOLENOIDE PROPOSIONAL","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2268","BOMBA HIDRAULICA DE PISTONES","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2269","BANCADA PARA MOTOR","INSUMOS DE MTTO",""
"ACC/MTTO-2270","FILTRO ED00395RK2","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2271","FILTRO 3730096000","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2272","FILTRO ED002175K2","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2273","GRASA FLUIDA OKS 451 X 300 ML","INSUMOS DE WT",""
"ACC/MTTO-2274","LIMPIADOR BIODEGRADABLE OKS 2650 X 1 GALON","INSUMOS DE MTTO",""
"ACC/MTTO-2275","GRASA SHELL GADUS S2 V 220. 2 X 5 GALONES","INSUMOS DE MTTO",""
"ACC/MTTO-2276","SELLO MECANICO DE 1 1/4 EN VITON PARA CRUDO","INSUMOS DE WT",""
"ACC/MTTO-2277","SELLO MECANICO DE 1 1/4 PARA AGUA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2278","SELLO MECANICO DE 1 1/2 EN VITON PARA CRUDO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2279","SELLO MECANICO DE 1 1/2 PARA AGUA","INSUMOS DE WT",""
"ACC/MTTO-2280","ACEITE SHELL OMALA 220 X 1 GALON","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2281","CONTROL DIGITAL PARA GRUA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2282","CUBIERTA DE BOMBA DE ACEITE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2283","FILTRO 149-2100","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2284","FILTRO 185-5835","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2285","REFRIGERANTE FREEZETONE ROJO","INSUMOS DE MTTO",""
"ACC/MTTO-2286","CULATA COMPRESOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2287","GOBERNADOR TIPO BOTELLA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2288","CARTUCHO SECADOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2289","FRICTION RAMSEY WINCH SCH2900","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2290","CLUTCH DISC RAMSEY WINCH SCH2900","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2291","SPRING CLUTCH RAMSEY WINCH SCH2900","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2292","CHAVETA PARA LINER DE BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2293","PASADOR PARA PALETAS DE BOMBA","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2294","REFRIGERANTE 134A","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2295","MOTOR CONTROL AIRE ACONDICIONADO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2296","TERMOENCONGIBLE CABLE 3/16","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2297","BRIDA DE 1"" ANSI 300","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2298","PERFIL  H","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2299","CABEZOTE DE COMPRESOR","INSUMOS DE MTTO",""
"ACC/MTTO-2300","SUPERBOARD","INSUMOS DE MTTO",""
"ACC/MTTO-2301","RECEPTACULO AEREO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2302","RECEPTACULO CHASIS","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2303","PRENSACABLE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2304","RIN EN HIERRO DE 17,5","INSUMOS MTTO VEHI",""
"ACC/MTTO-2305","COMPARADOR DE CARATULAS","INSUMOS DE MTTO",""
"ACC/MTTO-2306","JUEGO DE LIMAS","INSUMOS DE MTTO",""
"ACC/MTTO-2307","CARDBRIDGE PARA BOMBA GEAR PRODUCT DE 10 GALONES","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2308","PRENSA DE CADENA CON TRIPODE","INSUMOS DE MTTO",""
"ACC/MTTO-2309","NIVEL DE GOTA FIJA","INSUMOS DE MTTO",""
"ACC/MTTO-2310","TARJETA DE EQUIPO OPERATIVO VERDE 20cm x 7cm","INSUMOS DE WT",""
"ACC/MTTO-2311","TARJETA DE EQUIPO POR REVISAR AMARILLO 20cm x 7cm","INSUMOS DE WT",""
"ACC/MTTO-2312","TARJETA DE EQUIPO DAÑADO ROJA 20cm x 7cm","INSUMOS DE WT",""
"ACC/MTTO-2313","CABLE # 4","INSUMOS DE MTTO",""
"ACC/MTTO-2314","CABLE # 6","INSUMOS DE MTTO",""
"ACC/MTTO-2315","ARRANCADOR SUAVE PARA MOTOR DE 30HP","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2316","HERRAMIENTA DE AJUSTE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2317","CHAPAS CALIBRADAS","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2318","FILTRO FS 19764","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2319","CARCAZA PARA FILTRO DE AIRE","INSUMOS DE MTTO",""
"ACC/MTTO-2320","FILTRO FS 1000 (BF1259)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2321","FILTRO LF 9009","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2322","CART KIT PARA BOMBA TRIPLEX DENNINSON PARKER T6DCC","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2323","BOMBA TRIPLEX PARKER DENISON T6DCCM-B24-B17-B10-3R00","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2324","FRENO DE AHOGO","INSUMOS MTTO VEHI",""
"ACC/MTTO-2325","HARNEES MOTOR","INSUMOS DE MTTO",""
"ACC/MTTO-2326","LAMINA DE ACERO INOXIDABLE","INSUMOS DE MTTO",""
"ACC/MTTO-2327","WINCHE ELECTRICO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2328","TUBO IMC DE 1 1/2","INSUMOS DE MTTO",""
"ACC/MTTO-2329","HUB DE 2""","INSUMOS MTTO",""
"ACC/MTTO-2330","REDUCCIONES DE 2"" A 3/4""","INSUMOS MTTO",""
"ACC/MTTO-2331","CURVA DE 1""","INSUMOS MTTO",""
"ACC/MTTO-2332","CURVA DE 2""","INSUMOS MTTO",""
"ACC/MTTO-2333","RECEPTACABLE","INSUMOS MTTO",""
"ACC/MTTO-2334","PLUG ELECTRICO","INSUMOS MTTO",""
"ACC/MTTO-2335","LUBRICANTE PROTECTOR ELECTRICO","INSUMOS MTTO",""
"ACC/MTTO-2336","BOBINA COMMAND MOD: PFCV-10-N-C-12-0-M-12DG","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2337","ESPINA DE PESCADO DE 3/8""","INSUMOS DE MTTO",""
"ACC/MTTO-2338","BOMBA HIDRAULICA V20","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2339","LINER 0,035-0,045","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2340","CUELLO Q 400","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2341","RIGID STRAIN RELIEF","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2342","TERMINAL DE COBRE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2343","CUÑA DE VALVULA DE ADMISION","INSUMOS MTTO VEHI",""
"ACC/MTTO-2344","CUÑA DE VALVULA DE ESCAPE","INSUMOS MTTO VEHI",""
"ACC/MTTO-2345","SUPLEMENTO O-RING INYECTOR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2346","LLANTA 295/80 R22.5","INSUMOS MTTO VEHI",""
"ACC/MTTO-2347","KIT DE ORING PARA INYECTOR","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2348","MESA ELEVADORA HIDRAULICA","INSUMOS DE MTTO",""
"ACC/MTTO-2349","ANILLO PISTON PERKINS","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2350","KIT MANTENIMIENTO CABEZA DE CILINDROS","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2351","VIDRIO PANORAMICO DELANTERO PARA CAMION INTERNATIONAL","INSUMOS MTTO VEHI",""
"ACC/MTTO-2352","PINZA PONCHADORA PARA ELECTRICO","INSUMOS DE MTTO",""
"ACC/MTTO-2353","LLAVE EXPANSIVA No 10","INSUMOS DE MTTO",""
"ACC/MTTO-2354","REGULADOR PARA ALTERNADOR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2355","CAJA DE CAMBIOS EATON FULLER","INSUMOS MTTO VEHI",""
"ACC/MTTO-2356","AMORTIGUADOR PARA BOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2357","YOYO PARA MOTOBOMBA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2358","BARRAJE PARA TABLERO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2359","CANALETA RANURADA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2360","FOTO CELDA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2361","JUEGO DE SHAFT Y PINIONS X 3 UND","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2362","VALVE STRIP","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2363","JUEGO DE VALVE CARRIER X 2 UND","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2364","VALVE CARRIER","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2365","SLIDE VALVE  STRIP","INSUMOS DE WT",""
"ACC/MTTO-2366","JUEGO DE VALVE SPRING X 4 UND","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2367","EMPAQUE PARA DANIEL","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2368","REGULADOR DE AIRE DE 0 A 200 PSI CONEXION 1/4""","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2369","LLAVE PARA MANOMETRO PATRON","INSUMOS DE MTTO",""
"ACC/MTTO-2370","BOMBILLA METALAR HALIDE 1000 W. SILVANIA.","INSUMOS MTTO VEHI",""
"ACC/MTTO-2371","KIT DE RODAMIENTOS PARA CAJA DE CAMBIOS FVR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2372","KIT DE RETENEDORES PARA CAJA DE CAMBIOS FVR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2373","KIT DE RODAMIENTOS PARA BOMBA MOYNO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2374","KIT DE SELLOS PARA BOMBA MOYNO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2375","KIT DE RODAMIENTOS PARA CAJA REDUCTORA","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2376","CONNECTING TAPE PORT 302-02042 (rpto ranarex)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2377","TUBO PARA AGUAS NEGRAS DE 3"" X 6 METROS","INSUMOS DE MTTO",""
"ACC/MTTO-2378","BELT DRIVE PORTABLE 187-11546 (rpto ranarex)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2379","COMPRESOR PARA CAMBIO CAMION INT","INSUMOS MTTO VEHI",""
"ACC/MTTO-2380","HARNES PARA CAMION INT","INSUMOS MTTO VEHI",""
"ACC/MTTO-2381","KIT DE BANDA DE FRENOS CAMION INT","INSUMOS MTTO VEHI",""
"ACC/MTTO-2382","KIT DE REPARACION DE FRENOS CAMION INT","INSUMOS MTTO VEHI",""
"ACC/MTTO-2383","VALVULA DE A/C CAMION INT","INSUMOS MTTO VEHI",""
"ACC/MTTO-2384","ACEITE PARA COMPRESOR","INSUMOS DE MTTO",""
"ACC/MTTO-2385","CINTA AUTOFUNDENTE X ROLLO","INSUMOS DE MTTO",""
"ACC/MTTO-2386","REGULADOR DE VOLTAJE 12000 VATIOS","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2387","TACOS DE ANCLAJE","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2388","TUBO DE 3"" X 1 1/2 CAL 14","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2389","TEE DE 6"" SCH 40","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2390","CODO DE 6"" SCH 40","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2391","VARIADOR DE VELOCIDAD ACS 550 (X CAMBIO)","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2392","PERFIL EN U DE 6"" X 1/4 X 3"" DE ESPESOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2393","TUBO DE 2"" X 2"" CAL 12","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2394","PRESOSTATO PARA COMPRESOR","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2395","ACEITE MOBIL DELVAC SINTHETIC GEAR OIL 75W90","ACEITES/LUBRICANTES",""
"ACC/MTTO-2396","JUEGO DE TARRAJAS DE 2""","INSUMOS DE MTTO",""
"ACC/MTTO-2397","JUEGO DE MACHUELOS DE 2""","INSUMOS DE MTTO",""
"ACC/MTTO-2398","KIT DE EMBRAGUE PARA FTR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2399","KIT DE REPARACION PARA KODIAK","INSUMOS MTTO VEHI",""
"ACC/MTTO-2400","CULATA PARA MOTOR CATERPILLAR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2401","TUBO CONDUIT IMT DE 1"" X 3 MTS","INSUMOS DE MTTO",""
"ACC/MTTO-2402","KIT DE REPARACION DE BOMBA INYECCION GENERADOR","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2403","KIT DE REPARACION DE BOMBA BLACKMER X4B","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2404","CABLE CENTELSA 18 CTFF CU 60°","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2405","TAPON DE SELLADO BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2406","PASADOR PARA ACOPLE BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2407","PASADOR PARA EJE BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2408","EJE IMPULSOR BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2409","ANILLO DE SELLO ROTOR BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2410","UNION DE TAPON BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2411","ANILLO DE SELLO SUCCION BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2412","CASQUETE ACOPLE MECANICO BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2413","ANILLO DE RETENCION BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2414","CAMISA ROTOR BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2415","ACOPLE DE CAMISA BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2416","EMPAQUE ACOPLE CAMISA BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2417","ANILLO DE AJUSTE PARA SELLO BOMBA MOYNO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2418","EMBRAGUE MANUAL PARA SPOOLER","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2419","BOMBILLA DE 400 W (LAMPARA ANTIEXPLOSION)","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2420","TERMINAL DE OJO CABLE 2/0","INSUMOS DE WT",""
"ACC/MTTO-2421","CRUCETA DE 2m X 3/16""","INSUMOS MTTO",""
"ACC/MTTO-2422","TORNILLO DE 5/8"" X 8""","INSUMOS MTTO",""
"ACC/MTTO-2423","UNION GALVANIZADA DE 1""","INSUMOS MTTO",""
"ACC/MTTO-2424","JUT DE 1""","INSUMOS MTTO",""
"ACC/MTTO-2425","BREAKER DE 250 AMP","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2426","CINTA AISLANTE DE COLORES","INSUMOS MTTO",""
"ACC/MTTO-2427","KIT DE PASADORES PARA BOMBA BLACKMER","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2428","ROTOR PARA BOMBA BLACKMER MLX4B","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2429","KIT MANTENIMIENTO BOMBA DE AGUA GENERADOR","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2430","TAPA PARA TANQUE DE FVR","INSUMOS MTTO VEHI",""
"ACC/MTTO-2431","CONTACTOR PARA 110 - 220V","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2432","BLOQUE CON RELES DE CONTACTO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2433","BORNERA CON SEPARADORES","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2434","CABLE # 18","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2435","TERMINAL DE CABLE No 18","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2436","MARQUILLA DE 0 A 9 PARA CABLE # 18","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2437","MARQUILLA DE 0 A 9 PARA CABLE # 10","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2438","RESISTENCIA CALEFACTORA DE 100W","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2439","TRANSFORMADOR DE 300 VAMP","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2440","TERMINAL DE CABLE No 10","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2441","ACC/ADQ-0103","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2442","REFLECTOR LED DE 200 W","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2443","CABLE ENCAUCHETADO 4 X 4","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2444","SOPORTE PARA LAMPARA ANTIEXPLOSION","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2445","CAMISA PARA CILINDRO HIDRAULICO (TORRE UNIDAD)","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2446","VIDRIO DE SEGURIDAD PARA LABORATORIO DE UNIDAD","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2447","FLANCHE PARA GRAPA DE 7""","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2448","COUPLING DE 1""","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2449","COUPLING DE 2""","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2450","CAP DE 6"" SCH 80","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2451","MOTOR ELECTRICO BIFASICO","MTTO Y REPA. MAQ OP",""
"ACC/MTTO-2452","TUBO CUADRADO DE 2 1/2"" CALIBRE 12","INSUMOS DE MTTO",""
"ACC/MTTO-2453","LAMINA GALVANIZADA DE 2 X 1 CALIBRE 16","INSUMOS DE MTTO",""
"ACC/MTTO-2454","LLAVE PARA TUBO DE 8""","INSUMOS DE MTTO",""
"ACC/MTTO-2455","JUEGO DE LLAVES TIPO REACHE","INSUMOS DE MTTO",""
"ACC/MTTO-2456","CAJA DE HERRAMIENTA CON RUEDAS","INSUMOS DE MTTO",""
"ACC/MTTO-2457","TUBO DE 1/2"" SCH 80","INSUMOS DE MTTO",""
"ACC/MTTO-2458","SENSOR DE VELOCIMETRO PARA INTER","INSUMOS MTTO VEHI",""
"ACC/MTTO-2459","SUSPENSION NEUMATICA REF FT 330-29 466 2 PLY","INSUMOS MTTO VEHI",""
"ACC/MTTO-2460","PULSADOR NORMAL CERRADO","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2461","RELE BIMETALICO DE 10 - 30 AMP","INSUMOS DE  MTTO MQ",""
"ACC/MTTO-2462","FILTRO FS 19547 (BF1345-O)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2463","FILTRO (BF 825) (FF167 / FF167A) (P556245)","INSUMOS MTTO VEHI",""
"ACC/MTTO-2464","GRASA MOBIL XHP 222","INSUMOS DE MTTO",""
